record_id,zone,crop,growth_stage,soil_moisture_pct,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,soil_ph,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,solar_radiation_wm2,water_required_mm,fertilizer_required_kg_ha,irrigation_status,nutrient_status
429,F,Wheat,Flowering,34.8,59.86,40.65,67.16,6.28,32.2,73.58,36.23,19.78,346.76,19.22,67.85,Moderate Need,High
430,C,Maize,Flowering,38.91,31.96,48.82,44.38,5.78,21.23,69.7,0.23,24.42,246.97,24.21,80.04,Moderate Need,High
431,D,Rice,Vegetative,70.84,61.67,65.99,54.91,7.08,25.52,36.61,27.94,14.06,457.04,9.32,64.12,No/Low Need,High
432,E,Wheat,Flowering,33.02,27.28,52.74,36.26,6.78,38.0,94.98,5.72,11.0,483.89,31.34,80.05,High Need,High
433,A,Rice,Seedling,39.13,29.88,25.73,43.01,6.5,38.05,37.02,59.51,21.65,611.1,18.08,77.65,Moderate Need,High
434,E,Wheat,Seedling,20.01,61.59,52.91,27.66,6.82,30.66,58.71,44.88,24.27,326.1,14.66,65.73,Moderate Need,High
435,D,Potato,Vegetative,14.88,50.54,53.98,111.99,5.74,33.45,41.31,45.77,4.1,752.38,34.81,63.71,High Need,High
436,D,Wheat,Vegetative,58.52,112.55,61.39,73.04,7.26,36.79,40.82,22.92,14.88,183.69,14.51,47.21,Moderate Need,Moderate
437,D,Rice,Vegetative,46.24,57.57,53.46,59.67,7.67,39.09,82.61,65.19,20.02,576.39,13.51,69.47,Moderate Need,High
438,E,Rice,Vegetative,57.64,95.79,77.85,73.5,7.52,28.78,60.56,0.26,13.8,630.0,27.73,50.59,High Need,Moderate
439,D,Wheat,Vegetative,20.99,73.02,23.81,82.83,6.04,30.35,83.07,26.69,10.82,275.81,20.81,64.25,Moderate Need,High
440,F,Rice,Vegetative,46.31,90.41,76.58,112.19,6.26,27.14,51.37,52.76,16.73,802.11,18.23,44.78,Moderate Need,Moderate
441,E,Rice,Vegetative,27.22,46.01,47.68,37.87,7.3,19.58,50.39,72.63,7.48,623.12,11.51,75.35,No/Low Need,High
442,D,Tomato,Maturity,25.68,114.19,57.04,49.56,6.75,27.3,50.07,18.77,9.38,648.86,29.23,46.74,High Need,Moderate
443,F,Wheat,Vegetative,12.69,73.01,16.96,117.58,6.62,35.39,71.97,43.29,24.81,523.08,27.75,59.95,High Need,Moderate
444,C,Rice,Vegetative,19.82,103.13,36.64,57.12,7.61,35.71,83.9,43.04,16.28,873.16,37.27,57.99,High Need,Moderate
445,D,Potato,Flowering,30.56,56.5,63.86,22.26,6.59,37.63,62.14,69.93,21.95,689.84,24.11,69.61,Moderate Need,High
446,E,Rice,Maturity,19.01,30.02,59.48,34.76,6.54,19.13,57.75,4.04,20.39,424.56,31.42,74.18,High Need,High
447,B,Potato,Vegetative,71.15,87.37,12.81,22.63,5.31,29.6,93.41,33.96,16.65,302.82,0.0,71.78,No/Low Need,High
448,D,Rice,Flowering,30.52,20.78,48.26,118.99,5.38,20.36,42.01,14.6,21.18,160.4,29.65,76.36,High Need,High
449,B,Tomato,Flowering,19.82,67.53,16.18,47.89,5.22,22.42,64.2,1.72,7.89,240.56,35.65,76.35,High Need,High
450,F,Maize,Flowering,23.94,39.28,79.71,112.35,7.57,37.8,59.51,11.76,16.29,943.78,50.43,65.38,High Need,High
451,C,Tomato,Seedling,47.26,82.74,72.81,119.59,6.26,28.93,40.89,78.12,15.17,445.75,3.02,44.03,No/Low Need,Moderate
452,A,Potato,Flowering,15.84,117.94,11.48,79.98,6.42,34.69,51.09,17.19,15.94,863.88,52.76,52.42,High Need,Moderate
453,C,Rice,Seedling,63.75,66.44,70.11,23.32,7.4,19.42,36.71,74.8,5.05,244.98,0.0,63.92,No/Low Need,High
454,D,Potato,Flowering,69.69,101.75,74.36,28.16,6.78,27.17,87.62,16.42,7.65,461.56,7.15,53.3,No/Low Need,Moderate
455,B,Wheat,Flowering,26.8,70.78,34.75,68.16,6.78,32.83,71.47,74.5,7.88,916.44,19.05,65.54,Moderate Need,High
456,B,Wheat,Vegetative,39.01,69.58,60.37,60.62,5.97,20.93,83.9,52.37,15.45,177.46,1.4,61.71,No/Low Need,High
457,E,Rice,Maturity,13.33,113.04,40.95,80.62,7.37,25.17,66.29,9.06,24.34,604.89,37.82,48.76,High Need,Moderate
458,B,Wheat,Seedling,50.44,109.0,55.87,63.88,5.63,19.42,70.97,46.55,23.9,881.3,6.69,47.88,No/Low Need,Moderate
459,E,Rice,Maturity,36.84,98.58,33.82,113.41,5.34,32.33,77.05,25.48,6.45,907.23,28.23,51.9,High Need,Moderate
460,F,Maize,Vegetative,28.2,49.63,32.58,73.47,5.7,39.36,89.48,30.65,8.32,819.11,30.99,72.64,High Need,High
461,A,Wheat,Vegetative,24.41,74.5,39.71,89.37,5.9,36.2,40.51,35.21,1.87,827.54,31.35,60.69,High Need,High
462,D,Tomato,Seedling,51.24,42.39,20.19,109.65,5.93,39.44,54.86,33.82,10.57,654.36,17.18,68.92,Moderate Need,High
463,E,Tomato,Maturity,36.97,64.39,68.18,34.69,6.94,36.6,77.54,53.13,21.03,287.36,12.88,63.22,Moderate Need,High
464,A,Wheat,Seedling,22.78,68.42,34.41,42.97,5.77,36.81,92.5,61.47,22.98,721.08,14.02,66.68,Moderate Need,High
465,B,Rice,Vegetative,53.35,103.16,38.01,30.73,6.96,30.7,93.85,26.33,6.68,931.63,21.55,58.3,Moderate Need,Moderate
466,B,Rice,Vegetative,45.9,109.6,72.58,33.96,5.44,29.4,73.29,73.95,7.38,547.04,3.43,52.03,No/Low Need,Moderate
467,A,Rice,Flowering,63.52,61.46,44.76,71.26,5.58,26.94,46.62,75.08,6.3,321.59,0.0,68.9,No/Low Need,High
468,B,Rice,Flowering,19.05,21.77,48.1,52.12,6.52,36.0,42.15,3.26,9.4,587.45,60.0,79.7,High Need,High
469,F,Rice,Seedling,59.14,106.18,76.95,62.32,7.6,22.01,91.76,1.19,20.31,687.02,13.64,46.09,Moderate Need,Moderate
470,F,Rice,Vegetative,52.41,37.43,72.07,118.25,7.43,19.24,61.04,34.01,16.52,277.04,5.82,64.58,No/Low Need,High
471,A,Potato,Vegetative,18.9,82.19,21.86,35.67,7.72,38.85,46.69,47.25,19.86,711.31,36.02,70.36,High Need,High
472,E,Maize,Vegetative,53.69,22.5,43.13,74.08,6.89,18.08,91.03,22.23,14.99,599.32,8.29,77.71,No/Low Need,High
473,E,Rice,Vegetative,38.49,59.95,77.99,29.89,6.96,39.49,41.27,20.75,7.19,620.5,38.88,65.03,High Need,High
474,A,Maize,Flowering,68.7,118.6,36.07,51.85,6.83,34.03,78.77,54.27,6.47,360.09,0.0,52.15,No/Low Need,Moderate
475,E,Rice,Vegetative,20.5,30.07,36.01,72.75,6.82,25.23,72.52,48.14,1.22,231.98,16.47,76.45,Moderate Need,High
476,E,Wheat,Vegetative,50.57,62.37,23.65,114.66,5.58,33.35,40.26,13.37,19.74,629.93,24.92,65.71,Moderate Need,High
477,F,Maize,Vegetative,34.92,50.71,18.0,59.12,6.61,35.99,55.32,70.76,21.33,598.3,16.37,73.88,Moderate Need,High
478,E,Wheat,Maturity,69.41,110.51,61.82,26.49,6.2,23.4,44.0,54.4,19.44,387.31,0.0,50.03,No/Low Need,Moderate
479,C,Wheat,Maturity,31.8,106.93,63.9,58.82,6.35,34.96,71.27,29.01,2.79,351.51,16.96,46.32,Moderate Need,Moderate
480,D,Potato,Maturity,69.73,43.77,77.83,34.57,6.56,35.7,63.63,54.69,19.29,395.16,1.93,66.58,No/Low Need,High
481,B,Tomato,Vegetative,66.09,28.12,64.14,43.0,5.53,23.49,35.26,9.01,2.1,516.4,15.6,78.18,Moderate Need,High
482,C,Maize,Seedling,28.22,82.71,27.03,81.81,6.13,18.92,93.54,37.46,3.53,928.6,12.86,57.33,Moderate Need,Moderate
483,E,Maize,Vegetative,60.21,53.64,12.81,26.74,5.36,22.49,55.98,13.52,11.57,749.03,16.7,81.88,Moderate Need,High
484,F,Maize,Vegetative,71.74,87.21,78.98,66.47,7.75,22.41,50.49,3.31,12.43,823.98,16.75,54.9,Moderate Need,Moderate
485,A,Rice,Flowering,27.16,23.21,33.83,80.95,5.51,19.44,48.35,27.07,20.59,529.8,32.25,82.23,High Need,High
486,E,Wheat,Flowering,38.21,33.34,31.84,62.19,5.87,33.97,44.53,12.06,17.31,547.21,32.72,80.16,High Need,High
487,F,Rice,Maturity,43.21,88.64,73.42,21.91,7.52,26.36,94.95,50.68,4.68,273.68,2.37,58.37,No/Low Need,Moderate
488,D,Wheat,Maturity,29.7,41.24,50.96,118.55,6.46,37.46,52.71,53.93,6.43,712.89,19.1,62.06,Moderate Need,High
489,E,Wheat,Vegetative,12.92,105.76,25.04,56.71,5.55,23.55,59.33,11.9,7.86,458.35,29.25,58.64,High Need,Moderate
490,A,Rice,Flowering,25.21,25.86,72.24,97.86,6.2,27.97,87.28,1.97,3.97,731.08,45.67,69.68,High Need,High
491,F,Potato,Vegetative,28.92,41.55,79.54,52.56,5.5,32.06,73.51,63.42,7.9,447.7,13.8,70.08,Moderate Need,High
492,F,Potato,Seedling,38.62,119.86,16.07,67.5,5.72,37.3,57.12,0.16,18.49,192.24,22.14,50.77,Moderate Need,Moderate
493,F,Maize,Flowering,22.27,63.31,70.36,58.85,5.34,29.54,88.9,27.51,6.79,247.1,23.41,66.15,Moderate Need,High
494,D,Wheat,Seedling,64.4,90.3,37.34,54.25,6.34,26.22,79.98,39.57,21.05,789.83,4.95,55.51,No/Low Need,Moderate
495,E,Tomato,Vegetative,54.29,38.27,46.69,22.19,7.3,37.07,48.67,65.49,12.27,319.82,6.74,79.89,No/Low Need,High
496,D,Rice,Vegetative,17.11,80.99,74.04,56.0,6.72,24.83,73.62,67.08,8.75,324.7,13.51,54.92,Moderate Need,Moderate
497,B,Tomato,Flowering,51.01,92.61,78.14,108.95,6.78,19.75,90.34,58.0,10.9,889.96,4.6,45.85,No/Low Need,Moderate
498,B,Rice,Flowering,51.22,51.45,28.35,89.04,5.72,27.79,64.79,19.78,18.03,658.99,27.26,72.37,High Need,High
499,E,Tomato,Vegetative,69.37,102.89,24.9,34.54,6.09,35.27,79.02,57.61,13.4,197.16,0.0,60.09,No/Low Need,High
500,D,Rice,Maturity,12.18,80.34,15.64,79.12,7.4,18.68,93.27,19.72,1.17,222.05,19.89,64.08,Moderate Need,High
501,A,Tomato,Vegetative,26.88,58.91,49.33,109.22,5.43,30.89,76.42,17.17,23.14,331.51,29.33,63.44,High Need,High
502,F,Potato,Vegetative,67.67,75.76,10.95,90.0,7.43,31.08,41.15,43.77,2.58,604.9,8.33,66.71,No/Low Need,High
503,F,Rice,Flowering,67.93,77.68,38.83,34.87,6.46,38.43,49.67,54.31,23.53,739.9,16.29,65.63,Moderate Need,High
504,E,Wheat,Flowering,55.24,36.55,15.14,106.78,7.38,24.3,70.71,4.24,1.68,333.32,14.05,77.79,Moderate Need,High
505,B,Potato,Maturity,57.95,60.27,38.37,50.15,6.03,24.13,51.53,4.8,19.5,840.05,21.29,68.17,Moderate Need,High
506,B,Wheat,Vegetative,17.49,54.34,12.8,65.41,6.08,27.69,92.45,62.73,13.83,192.8,9.22,74.14,No/Low Need,High
507,F,Tomato,Flowering,42.83,60.09,68.47,72.61,7.15,25.85,59.32,68.76,13.14,276.46,2.46,63.83,No/Low Need,High
508,E,Maize,Flowering,25.89,96.11,24.68,105.05,7.24,34.2,62.43,48.36,2.75,924.9,32.3,56.66,High Need,Moderate
509,D,Wheat,Maturity,22.87,68.25,32.98,113.16,5.8,32.12,77.1,34.31,6.73,214.53,15.61,59.94,Moderate Need,Moderate
510,B,Rice,Vegetative,60.62,114.03,70.9,112.97,7.73,34.7,66.45,67.63,19.66,854.89,9.78,42.11,No/Low Need,Moderate
511,D,Rice,Flowering,20.1,49.37,62.24,20.8,5.42,36.04,57.93,58.31,22.39,698.34,38.16,76.32,High Need,High
512,B,Tomato,Flowering,40.12,61.57,25.33,112.19,5.38,38.31,39.6,46.37,13.7,162.12,21.96,68.26,Moderate Need,High
513,B,Wheat,Vegetative,68.31,98.7,15.03,25.44,6.75,27.48,70.79,25.58,9.48,511.15,6.18,63.66,No/Low Need,High
514,C,Wheat,Vegetative,23.15,74.6,60.1,46.58,7.08,39.66,87.05,15.84,2.44,541.13,29.93,62.04,High Need,High
515,B,Wheat,Vegetative,70.68,74.7,37.35,71.5,7.7,22.74,76.15,33.49,17.37,892.32,6.08,65.59,No/Low Need,High
516,A,Maize,Flowering,71.66,25.33,63.63,67.99,6.25,33.72,57.89,22.95,7.68,457.94,11.79,74.78,No/Low Need,High
517,E,Tomato,Maturity,45.34,59.86,41.17,80.47,5.27,29.75,42.66,27.14,2.32,479.75,18.22,67.2,Moderate Need,High
518,E,Potato,Flowering,22.21,47.07,34.22,67.94,6.77,35.97,83.98,41.25,16.98,195.61,24.92,73.21,Moderate Need,High
519,D,Wheat,Flowering,30.97,119.93,41.58,113.44,5.95,28.49,91.5,13.53,12.66,643.3,27.47,44.23,High Need,Moderate
520,B,Tomato,Flowering,37.47,50.84,62.4,44.05,6.33,35.25,58.3,64.49,1.29,279.26,12.18,69.39,Moderate Need,High
521,A,Tomato,Seedling,30.56,108.45,73.16,47.4,6.47,38.46,78.72,11.64,3.66,165.9,20.2,43.56,Moderate Need,Moderate
522,D,Maize,Vegetative,28.84,87.62,13.48,112.07,5.37,34.11,59.65,38.48,17.78,947.38,31.93,60.61,High Need,High
523,C,Potato,Vegetative,70.33,54.09,46.69,27.67,6.46,35.07,65.14,59.68,2.53,329.19,0.0,71.13,No/Low Need,High
524,D,Rice,Vegetative,21.2,74.35,12.3,80.96,6.31,19.48,85.19,38.8,21.78,219.9,16.11,65.04,Moderate Need,High
525,D,Rice,Vegetative,56.0,104.05,42.79,88.17,7.05,22.51,40.01,28.88,8.47,694.57,17.59,50.62,Moderate Need,Moderate
526,B,Tomato,Flowering,12.02,108.34,71.97,70.55,6.88,39.43,66.82,37.99,3.13,798.43,47.45,46.93,High Need,Moderate
527,C,Wheat,Vegetative,47.77,36.04,35.31,89.42,5.68,33.25,47.88,67.89,19.23,154.47,3.92,74.66,No/Low Need,High
528,D,Tomato,Vegetative,66.96,53.96,75.27,37.28,5.74,30.35,55.39,79.23,13.59,189.58,0.0,67.75,No/Low Need,High
529,A,Tomato,Vegetative,29.28,53.52,54.14,105.26,5.85,26.07,73.67,50.49,8.36,176.65,10.49,63.1,No/Low Need,High
530,A,Rice,Seedling,23.13,24.2,75.39,34.0,5.67,18.98,36.63,63.48,10.75,139.92,7.11,74.93,No/Low Need,High
531,E,Tomato,Maturity,51.1,79.82,63.0,60.08,6.91,26.12,70.63,1.16,1.51,660.54,20.7,56.05,Moderate Need,Moderate
532,C,Wheat,Maturity,54.76,105.48,17.24,27.53,7.79,28.98,52.01,70.43,16.9,600.07,3.26,63.5,No/Low Need,High
533,C,Wheat,Flowering,53.28,58.16,26.18,74.52,6.9,22.65,75.17,76.32,9.78,663.39,0.0,70.83,No/Low Need,High
534,E,Maize,Seedling,31.16,94.0,37.59,86.97,6.78,21.81,43.49,46.01,18.14,529.82,12.35,50.84,Moderate Need,Moderate
535,D,Potato,Flowering,27.13,82.77,21.91,114.12,6.27,29.19,79.15,60.3,16.08,794.88,22.46,58.3,Moderate Need,Moderate
536,C,Rice,Maturity,69.36,57.56,44.64,93.93,6.01,30.89,73.74,41.02,16.63,564.67,4.93,62.73,No/Low Need,High
537,A,Wheat,Flowering,67.4,34.11,43.0,74.11,7.57,23.28,93.27,22.9,20.03,880.93,9.99,78.23,No/Low Need,High
538,A,Maize,Seedling,39.44,90.93,76.94,113.26,7.72,30.92,89.67,68.18,16.15,512.8,4.57,45.34,No/Low Need,Moderate
539,B,Maize,Flowering,62.77,105.46,40.36,67.84,6.49,37.81,52.0,47.75,11.05,772.06,16.74,52.39,Moderate Need,Moderate
540,C,Maize,Maturity,39.14,88.59,64.99,76.12,5.95,28.41,36.64,46.35,10.36,446.26,14.12,51.52,Moderate Need,Moderate
541,D,Rice,Flowering,37.46,21.79,75.93,79.61,7.2,36.86,74.32,52.73,3.87,469.94,21.03,74.11,Moderate Need,High
542,E,Rice,Flowering,21.41,41.62,71.39,61.0,5.54,38.4,71.17,68.48,19.71,821.64,34.97,71.85,High Need,High
543,E,Wheat,Vegetative,37.58,26.95,24.61,103.85,7.19,20.03,36.65,58.55,19.27,191.51,5.46,77.24,No/Low Need,High
544,D,Tomato,Flowering,44.25,77.04,44.72,38.52,7.33,20.11,42.36,16.89,6.91,580.18,24.94,67.5,Moderate Need,High
545,F,Rice,Seedling,13.35,95.65,34.34,75.48,5.52,28.47,70.08,37.35,21.7,717.39,26.35,55.07,High Need,Moderate
546,B,Rice,Flowering,38.65,31.06,37.99,92.22,7.74,30.94,89.71,78.42,15.14,737.86,9.76,78.62,No/Low Need,High
547,E,Potato,Seedling,58.88,103.83,35.26,110.4,7.76,27.37,89.39,44.36,12.49,602.77,3.37,49.22,No/Low Need,Moderate
548,C,Rice,Vegetative,52.8,75.55,67.85,108.39,7.64,25.18,44.09,75.06,1.42,480.85,0.0,55.16,No/Low Need,Moderate
549,B,Potato,Vegetative,50.11,89.0,41.65,70.87,6.49,32.1,58.07,65.07,10.19,321.67,4.16,55.56,No/Low Need,Moderate
550,C,Maize,Flowering,66.57,117.14,46.66,84.32,5.84,18.05,37.59,53.28,16.38,873.01,4.84,48.14,No/Low Need,Moderate
551,A,Tomato,Seedling,13.08,28.37,78.77,59.42,6.71,39.3,63.16,27.95,3.15,414.32,26.71,67.45,High Need,High
552,B,Rice,Flowering,45.42,110.12,14.2,66.82,6.29,23.11,80.19,24.35,12.03,779.14,24.28,56.53,Moderate Need,Moderate
553,E,Rice,Flowering,59.24,32.61,44.16,110.63,5.74,38.18,82.4,51.47,24.84,126.92,4.38,72.88,No/Low Need,High
554,B,Maize,Vegetative,44.48,59.3,64.18,113.07,6.3,20.4,64.94,34.6,18.2,297.34,8.65,56.7,No/Low Need,Moderate
555,B,Tomato,Seedling,31.43,105.14,20.58,109.54,6.93,23.24,40.75,63.9,14.12,393.75,8.35,48.23,No/Low Need,Moderate
556,B,Maize,Seedling,20.18,110.63,52.81,33.84,5.38,23.17,57.88,60.84,13.79,670.84,12.96,52.51,Moderate Need,Moderate
557,F,Rice,Maturity,65.25,70.64,26.76,105.01,6.07,39.92,90.93,24.97,2.05,371.43,10.12,60.2,No/Low Need,High
558,B,Tomato,Flowering,40.25,79.41,70.72,114.84,5.25,18.1,48.78,56.22,23.98,135.16,3.49,54.58,No/Low Need,Moderate
559,C,Tomato,Vegetative,64.69,90.81,32.9,56.12,7.15,32.07,54.19,39.56,23.28,247.79,6.76,60.88,No/Low Need,High
560,A,Maize,Seedling,47.15,103.28,33.03,71.86,6.87,37.13,79.81,25.86,17.38,320.29,12.48,50.86,Moderate Need,Moderate
561,D,Tomato,Flowering,52.45,32.15,51.87,97.91,5.36,32.79,79.01,33.04,3.38,249.64,11.0,74.69,No/Low Need,High
562,B,Tomato,Maturity,60.26,101.01,22.85,76.21,7.71,25.98,89.73,71.63,5.99,273.17,0.0,57.76,No/Low Need,Moderate
563,E,Maize,Maturity,51.55,68.13,29.94,119.35,5.26,39.08,58.29,28.76,5.41,753.61,20.46,61.95,Moderate Need,High
564,B,Rice,Flowering,35.88,65.06,39.16,65.57,6.73,37.66,65.88,22.99,13.47,450.23,37.18,66.68,High Need,High
565,E,Wheat,Seedling,42.82,62.39,34.75,91.39,7.22,27.55,63.04,28.14,5.99,444.4,10.35,62.69,No/Low Need,High
566,C,Rice,Seedling,60.18,70.92,46.74,99.26,7.25,30.61,90.67,17.17,17.7,921.62,16.06,56.98,Moderate Need,Moderate
567,E,Wheat,Seedling,34.42,114.51,51.97,69.41,5.29,39.29,81.16,43.57,14.09,479.7,13.2,47.51,Moderate Need,Moderate
568,D,Wheat,Vegetative,35.29,74.82,49.67,105.7,7.56,39.62,84.89,11.79,1.42,888.51,31.24,58.67,High Need,Moderate
569,A,Rice,Seedling,17.74,115.32,55.79,74.62,7.59,27.9,42.99,65.4,18.86,354.2,15.38,45.46,Moderate Need,Moderate
570,E,Rice,Vegetative,66.88,38.03,31.54,61.17,6.66,36.64,82.51,18.05,5.53,440.53,14.29,75.45,Moderate Need,High
571,E,Rice,Vegetative,17.46,92.41,18.85,30.78,6.45,24.64,60.98,47.84,20.8,436.84,25.42,63.54,High Need,High
572,A,Tomato,Maturity,50.89,101.22,63.26,59.34,5.32,26.18,36.4,10.0,9.52,564.17,21.57,52.32,Moderate Need,Moderate
573,D,Potato,Flowering,36.79,87.91,69.55,93.39,6.66,21.63,38.61,78.28,9.13,596.61,7.47,50.28,No/Low Need,Moderate
574,B,Rice,Maturity,36.34,80.69,27.99,112.13,6.26,22.6,75.67,36.37,1.28,310.91,10.17,55.15,No/Low Need,Moderate
575,E,Potato,Flowering,52.77,76.48,38.5,45.17,7.21,32.45,57.32,65.77,24.71,774.55,13.48,67.52,Moderate Need,High
576,A,Wheat,Seedling,16.03,106.09,44.9,55.52,6.25,29.24,87.09,61.49,15.69,522.05,11.25,49.31,No/Low Need,Moderate
577,C,Rice,Flowering,47.62,102.16,47.33,35.4,6.98,23.08,79.06,57.1,11.15,105.99,0.0,57.96,No/Low Need,Moderate
578,A,Rice,Vegetative,58.32,32.23,56.16,89.07,5.46,26.86,36.3,66.19,3.32,602.64,4.12,73.05,No/Low Need,High
579,C,Wheat,Flowering,61.69,104.86,12.91,116.02,5.55,26.21,76.21,8.04,17.78,778.35,19.05,55.5,Moderate Need,Moderate
580,D,Tomato,Vegetative,22.23,61.41,60.5,84.1,5.56,39.72,46.54,54.28,7.79,312.9,26.52,63.13,High Need,High
581,B,Maize,Maturity,65.85,45.37,14.34,81.71,5.32,36.78,60.35,21.27,24.72,132.19,9.69,76.32,No/Low Need,High
582,A,Rice,Vegetative,51.37,106.98,42.78,75.35,6.61,26.54,72.48,62.87,23.81,786.1,9.16,49.46,No/Low Need,Moderate
583,F,Rice,Vegetative,64.91,63.2,67.94,28.85,7.26,38.11,87.36,76.55,18.65,929.84,4.88,67.12,No/Low Need,High
584,E,Wheat,Maturity,41.12,100.84,41.59,92.95,6.79,25.54,62.37,72.12,24.31,165.08,0.43,48.75,No/Low Need,Moderate
585,D,Rice,Seedling,44.52,46.34,20.44,80.2,6.69,32.69,83.51,9.2,3.54,897.33,23.78,69.63,Moderate Need,High
586,A,Rice,Flowering,67.14,20.39,78.95,86.15,6.97,39.27,81.98,29.56,7.72,405.38,13.17,72.31,Moderate Need,High
587,E,Rice,Flowering,65.99,69.55,72.25,109.88,6.08,26.59,59.87,29.15,7.08,900.22,18.2,54.73,Moderate Need,Moderate
588,A,Tomato,Maturity,38.89,30.02,63.99,98.4,6.14,32.96,65.06,9.78,2.73,651.51,27.21,67.01,High Need,High
589,C,Potato,Maturity,28.46,95.44,38.81,98.09,6.02,24.51,77.03,7.85,24.33,856.71,29.64,51.12,High Need,Moderate
590,A,Wheat,Maturity,35.59,47.61,22.87,112.72,7.05,23.86,36.87,30.79,2.44,767.96,18.57,67.82,Moderate Need,High
591,F,Potato,Seedling,35.27,64.36,75.9,118.99,5.62,30.63,88.45,79.37,21.56,123.8,0.0,51.98,No/Low Need,Moderate
592,A,Rice,Maturity,29.21,28.7,47.26,78.13,5.23,39.54,81.19,45.52,19.44,155.63,18.73,76.51,Moderate Need,High
593,A,Wheat,Flowering,28.11,48.67,69.66,30.89,6.75,27.97,49.96,49.74,10.02,546.88,20.56,70.68,Moderate Need,High
594,F,Rice,Flowering,63.66,98.15,33.95,65.91,7.65,38.63,93.87,37.68,1.45,210.18,4.47,60.67,No/Low Need,High
595,D,Maize,Seedling,16.19,35.16,33.47,98.76,6.78,38.12,45.76,52.99,1.15,491.88,19.79,68.99,Moderate Need,High
596,A,Potato,Flowering,52.66,84.72,78.99,22.77,7.24,23.58,89.85,76.53,5.9,911.44,0.0,60.4,No/Low Need,High
597,F,Maize,Maturity,22.37,111.74,46.53,25.69,6.95,26.84,54.47,47.1,12.85,350.54,16.36,53.09,Moderate Need,Moderate
598,E,Wheat,Maturity,32.67,87.98,19.85,26.72,6.49,32.15,80.79,5.2,11.99,515.58,22.67,63.61,Moderate Need,High
599,C,Maize,Vegetative,15.69,101.1,25.38,93.1,7.07,29.4,62.38,39.43,15.05,426.62,26.17,54.19,High Need,Moderate
600,C,Rice,Seedling,28.2,30.9,43.74,70.12,7.34,20.11,79.19,79.42,19.53,635.35,4.51,74.18,No/Low Need,High
601,A,Tomato,Vegetative,58.11,45.07,12.97,56.89,5.78,39.86,44.35,30.99,10.06,264.77,17.46,79.3,Moderate Need,High
602,D,Wheat,Maturity,65.1,109.45,42.38,30.56,6.07,34.56,51.17,47.51,4.85,320.95,3.5,53.9,No/Low Need,Moderate
603,D,Wheat,Flowering,25.29,91.51,39.33,93.22,5.78,27.63,40.99,8.53,20.2,829.95,40.95,56.83,High Need,Moderate
604,E,Maize,Vegetative,39.81,83.96,64.55,52.1,6.38,31.6,86.91,11.29,8.98,789.64,27.59,55.74,High Need,Moderate
605,A,Maize,Seedling,40.22,86.38,34.85,46.53,7.5,19.93,52.78,69.97,7.89,770.81,4.97,61.5,No/Low Need,High
606,C,Rice,Vegetative,64.41,61.42,78.78,85.23,6.1,28.9,76.67,24.03,19.34,755.28,16.44,57.54,Moderate Need,Moderate
607,D,Maize,Vegetative,57.77,24.46,22.65,75.9,6.17,38.48,84.21,24.44,23.42,490.52,17.16,80.31,Moderate Need,High
608,A,Rice,Maturity,42.78,98.44,51.37,56.24,7.44,37.73,89.09,30.98,22.96,719.56,24.37,54.76,Moderate Need,Moderate
609,D,Maize,Flowering,52.24,87.87,16.28,84.15,6.54,25.42,41.38,77.32,4.3,429.12,0.0,60.51,No/Low Need,High
610,F,Tomato,Vegetative,62.84,67.28,61.37,47.12,6.59,29.69,88.58,6.75,13.08,185.6,10.31,62.13,No/Low Need,High
611,D,Tomato,Flowering,12.57,109.98,79.63,99.48,7.44,33.34,46.84,65.5,3.23,434.37,28.62,43.8,High Need,Moderate
612,C,Maize,Seedling,36.17,53.62,67.34,42.93,6.48,25.48,79.21,27.32,24.06,234.86,10.54,62.65,No/Low Need,High
613,B,Wheat,Maturity,66.43,49.43,48.9,35.88,6.97,19.43,78.73,67.96,6.17,432.22,0.0,71.45,No/Low Need,High
614,E,Rice,Vegetative,56.42,107.28,43.93,98.24,5.42,29.12,35.51,79.34,5.74,352.81,0.0,50.29,No/Low Need,Moderate
615,E,Tomato,Vegetative,44.57,99.7,68.45,90.79,5.66,31.24,48.24,27.89,22.33,609.29,26.05,48.24,High Need,Moderate
616,C,Rice,Vegetative,43.78,71.5,75.52,38.26,6.25,18.13,64.51,10.35,24.23,407.31,20.72,59.94,Moderate Need,Moderate
617,D,Wheat,Flowering,32.87,33.07,79.24,31.62,6.49,20.1,60.2,11.55,17.74,699.75,27.77,72.9,High Need,High
618,A,Rice,Flowering,43.23,41.51,37.76,103.84,7.71,22.56,90.11,60.7,3.9,535.32,2.27,73.8,No/Low Need,High
619,D,Rice,Flowering,51.32,85.62,79.36,97.66,7.72,25.66,56.58,11.59,12.66,881.57,34.2,52.98,High Need,Moderate
620,C,Maize,Vegetative,37.1,58.5,20.91,52.73,7.41,29.9,91.22,20.83,20.6,177.37,16.39,74.83,Moderate Need,High
621,E,Rice,Vegetative,54.85,103.65,27.75,85.82,6.02,24.46,62.57,16.35,14.74,684.55,21.29,53.46,Moderate Need,Moderate
622,D,Maize,Seedling,63.67,115.0,16.23,32.42,7.71,24.08,92.86,28.45,4.18,671.54,3.72,58.23,No/Low Need,Moderate
